trade_date,cash,positions_value,equity
20220211,104.8697058467369,1131035.8539229208,1131140.7236287675
20220214,104.8697058467369,1117431.4094166507,1117536.2791224974
20220215,104.8697058467369,1112254.1199402406,1112358.9896460874
20220216,104.8697058467369,1119312.646951732,1119417.5166575788
20220217,104.8697058467369,1119240.9668168821,1119345.836522729
20220218,104.8697058467369,1126857.6072490888,1126962.4769549356
20220221,104.8697058467369,1120644.2189602102,1120749.088666057
20220222,104.8697058467369,1115295.897678317,1115400.7673841638
20220223,104.8697058467369,1110026.0811639214,1110130.9508697682
20220224,104.8697058467369,1094589.06347925,1094693.9331850968
20220225,104.8697058467369,1092579.7292874504,1092684.5989932972
20220228,104.8697058467369,1092517.6565165466,1092622.5262223934
20220301,29.833053596710386,1097968.9920766552,1097998.825130252
20220302,29.833053596710386,1098203.3676463044,1098233.2006999012
20220303,29.833053596710386,1104528.88315866,1104558.7162122568
20220304,29.833053596710386,1102041.8507565795,1102071.6838101763
20220307,29.833053596710386,1092540.3250087064,1092570.1580623032
20220308,29.833053596710386,1074733.9772954753,1074763.810349072
20220309,29.833053596710386,1057580.7401260603,1057610.573179657
20220310,29.833053596710386,1065791.0782080938,1065820.9112616905
20220311,29.833053596710386,1076485.9268193136,1076515.7598729103
20220314,29.833053596710386,1067632.732419035,1067662.5654726317
20220315,29.833053596710386,1038351.3173112549,1038381.1503648516
20220316,29.833053596710386,1055917.6969836971,1055947.530037294
20220317,29.833053596710386,1052697.7530586442,1052727.586112241
20220318,29.833053596710386,1070266.6619523275,1070296.4950059243
20220321,29.833053596710386,1060390.8762968276,1060420.7093504244
20220322,29.833053596710386,1075505.1713159482,1075535.004369545
20220323,29.833053596710386,1073716.7159815796,1073746.5490351764
20220324,29.833053596710386,1071962.8980750472,1071992.731128644
20220325,29.833053596710386,1074071.0947831278,1074100.9278367246
20220328,29.833053596710386,1079207.7384283717,1079237.5714819685
20220329,29.833053596710386,1080570.5980326398,1080600.4310862366
20220330,29.833053596710386,1091024.8177645244,1091054.6508181212
20220331,29.833053596710386,1105205.6774901748,1105235.5105437716
20220401,165.41044822093681,1113074.030980245,1113239.441428466
20220406,165.41044822093681,1126832.138651928,1126997.549100149
20220407,165.41044822093681,1116915.7923038006,1117081.2027520216
20220408,165.41044822093681,1119488.9168594147,1119654.3273076357
20220411,165.41044822093681,1110038.2633941004,1110203.6738423214
20220412,165.41044822093681,1115231.2331546706,1115396.6436028916
20220413,165.41044822093681,1112990.4203841058,1113155.8308323268
20220414,165.41044822093681,1111060.1321611456,1111225.5426093666
20220415,165.41044822093681,1112082.0009281908,1112247.4113764118
20220418,165.41044822093681,1098458.9509785566,1098624.3614267777
20220419,165.41044822093681,1106479.4059024914,1106644.8163507124
20220420,165.41044822093681,1103866.5156071708,1104031.9260553918
20220421,165.41044822093681,1103794.2238487126,1103959.6342969337
20220422,165.41044822093681,1115593.5000732394,1115758.9105214605
20220425,165.41044822093681,1092323.0071325651,1092488.4175807862
20220426,165.41044822093681,1093031.9545261466,1093197.3649743677
20220427,165.41044822093681,1083462.6358723491,1083628.0463205702
20220428,165.41044822093681,1093351.6519827198,1093517.0624309408
20220429,165.41044822093681,1096370.3635751405,1096535.7740233615
20220505,341.7662396655651,1104753.4332281863,1105095.1994678518
20220506,341.7662396655651,1091132.2633963763,1091474.0296360417
20220509,341.7662396655651,1088620.0627123562,1088961.828952022
20220510,341.7662396655651,1092624.1695775178,1092965.9358171835
20220511,341.7662396655651,1087601.820241736,1087943.5864814017
20220512,341.7662396655651,1084664.1477871065,1085005.9140267721
20220513,341.7662396655651,1092157.5443579394,1092499.310597605
20220516,341.7662396655651,1086339.5674038571,1086681.3336435226
20220517,341.7662396655651,1086057.0693011677,1086398.8355408334
20220518,341.7662396655651,1081801.007748098,1082142.7739877636
20220519,341.7662396655651,1078080.0330080695,1078421.7992477352
20220520,341.7662396655651,1084508.5609699148,1084850.3272095802
20220523,341.7662396655651,1078990.254353226,1079332.0205928916
20220524,341.7662396655651,1074139.6964005562,1074481.4626402217
20220525,341.7662396655651,1074487.998618017,1074829.7648576824
20220526,341.7662396655651,1077334.6181593116,1077676.3843989773
20220527,341.7662396655651,1077091.0814558628,1077432.8476955285
20220530,341.7662396655651,1073551.4605018385,1073893.226741504
20220531,341.7662396655651,1076483.8321000694,1076825.598339735
20220601,215.46686187132855,1073887.1401459058,1074102.607007777
20220602,215.46686187132855,1073938.258018221,1074153.7248800923
20220606,215.46686187132855,1069921.763155056,1070137.2300169272
20220607,215.46686187132855,1070767.557581742,1070983.0244436134
20220608,215.46686187132855,1074818.115394068,1075033.5822559393
20220609,215.46686187132855,1081323.7359156734,1081539.2027775447
20220610,215.46686187132855,1084810.3450757284,1085025.8119375997
20220613,215.46686187132855,1076315.6067017962,1076531.0735636675
20220614,215.46686187132855,1086291.5784337241,1086507.0452955954
20220615,215.46686187132855,1092503.7259157524,1092719.1927776237
20220616,215.46686187132855,1080915.2269152757,1081130.693777147
20220617,215.46686187132855,1084251.3427090822,1084466.8095709535
20220620,215.46686187132855,1079249.0157489602,1079464.4826108315
20220621,215.46686187132855,1086163.2037685765,1086378.6706304478
20220622,215.46686187132855,1082186.1637726033,1082401.6306344746
20220623,215.46686187132855,1088423.7116993403,1088639.1785612116
20220624,215.46686187132855,1086265.439513207,1086480.9063750783
20220627,215.46686187132855,1085946.2490460232,1086161.7159078945
20220628,215.46686187132855,1084886.441899842,1085101.9087617132
20220629,215.46686187132855,1089614.4882940096,1089829.955155881
20220630,215.46686187132855,1089198.0415296897,1089413.508391561
20220701,118.89382238120743,1088153.5516081424,1088272.4454305237
20220704,118.89382238120743,1088464.7845304224,1088583.6783528037
20220705,118.89382238120743,1090504.2465467858,1090623.140369167
20220706,118.89382238120743,1081434.9591596576,1081553.8529820389
20220707,118.89382238120743,1076112.0400305463,1076230.9338529275
20220708,118.89382238120743,1077597.269027251,1077716.1628496323
20220711,118.89382238120743,1080214.2405378444,1080333.1343602256
20220712,118.89382238120743,1086423.5539400745,1086542.4477624558
20220713,118.89382238120743,1078707.2902607117,1078826.184083093
20220714,118.89382238120743,1070511.4223660335,1070630.3161884148
20220715,118.89382238120743,1060979.842214995,1061098.7360373763
20220718,118.89382238120743,1072679.7009648595,1072798.5947872407
20220719,118.89382238120743,1077479.4547239367,1077598.348546318
20220720,118.89382238120743,1079626.69460188,1079745.5884242612
20220721,118.89382238120743,1071207.4719976652,1071326.3658200465
20220722,118.89382238120743,1075172.1909281702,1075291.0847505515
20220725,118.89382238120743,1075735.387938654,1075854.2817610353
20220726,118.89382238120743,1078815.457026949,1078934.3508493302
20220727,118.89382238120743,1074801.569888744,1074920.4637111253
20220728,118.89382238120743,1077041.0716432284,1077159.9654656097
20220729,118.89382238120743,1072572.3233247702,1072691.2171471515
20220801,179.90323241485748,1066545.930338557,1066725.833570972
20220802,179.90323241485748,1056327.0378146926,1056506.9410471073
20220803,179.90323241485748,1055009.0880420955,1055188.9912745105
20220804,179.90323241485748,1060057.3737408048,1060237.2769732196
20220805,179.90323241485748,1063871.0107852798,1064050.9140176945
20220808,179.90323241485748,1062814.8593370547,1062994.7625694694
20220809,179.90323241485748,1064790.7067406382,1064970.609973053
20220810,179.90323241485748,1063558.3104269872,1063738.213659402
20220811,179.90323241485748,1071712.3557764173,1071892.2590088323
20220812,179.90323241485748,1072787.9832186024,1072967.886451017
20220815,179.90323241485748,1069678.9555493179,1069858.8587817326
20220816,179.90323241485748,1066888.5226068906,1067068.4258393054
20220817,179.90323241485748,1073311.6647538599,1073491.5679862746
20220818,179.90323241485748,1068458.1522567193,1068638.055489134
20220819,179.90323241485748,1059781.4077572008,1059961.3109896155
20220822,179.90323241485748,1057233.5097276124,1057413.4129600273
20220823,179.90323241485748,1056411.1728346793,1056591.0760670942
20220824,179.90323241485748,1051876.454703377,1052056.3579357918
20220825,179.90323241485748,1061674.9443915193,1061854.847623934
20220826,179.90323241485748,1061678.7860584822,1061858.689290897
20220829,179.90323241485748,1062403.334802854,1062583.238035269
20220830,179.90323241485748,1068677.2811391058,1068857.1843715208
20220831,179.90323241485748,1068330.6857768185,1068510.5890092333
20220901,73.65084008348111,1065411.5084106417,1065485.159250725
20220902,73.65084008348111,1067351.5911836638,1067425.2420237472
20220905,73.65084008348111,1074258.729332882,1074332.3801729653
20220906,73.65084008348111,1081163.4519069414,1081237.1027470247
20220907,73.65084008348111,1077841.359492636,1077915.0103327194
20220908,73.65084008348111,1077982.758185924,1078056.4090260074
20220909,73.65084008348111,1085945.672690337,1086019.3235304204
20220913,73.65084008348111,1083348.088359599,1083421.7391996824
20220914,73.65084008348111,1076323.079290697,1076396.7301307803
20220915,73.65084008348111,1079666.283903448,1079739.9347435313
20220916,73.65084008348111,1063473.3282659207,1063546.9791060041
20220919,73.65084008348111,1067059.703008174,1067133.3538482573
20220920,73.65084008348111,1068598.773850072,1068672.4246901553
20220921,73.65084008348111,1072244.2887986908,1072317.9396387741
20220922,73.65084008348111,1080860.7259772301,1080934.3768173135
20220923,73.65084008348111,1084922.9228335447,1084996.573673628
20220926,73.65084008348111,1064590.575573815,1064664.2264138984
20220927,73.65084008348111,1065588.0615782728,1065661.7124183562
20220928,73.65084008348111,1065172.0756971927,1065245.726537276
20220929,73.65084008348111,1060222.1618085308,1060295.8126486142
20220930,73.65084008348111,1067635.0333170085,1067708.684157092
20221010,383.7019644085958,1069962.4466982563,1070346.148662665
20221011,383.7019644085958,1071184.1512444103,1071567.853208819
20221012,383.7019644085958,1079256.2208123044,1079639.922776713
20221013,383.7019644085958,1075219.3408294902,1075603.0427938988
20221014,383.7019644085958,1083733.5568713394,1084117.258835748
20221017,383.7019644085958,1087398.9080282135,1087782.6099926222
20221018,383.7019644085958,1085035.4787963196,1085419.1807607282
20221019,383.7019644085958,1074949.9095901493,1075333.611554558
20221020,383.7019644085958,1071695.0059460618,1072078.7079104704
20221021,383.7019644085958,1067676.1430790813,1068059.84504349
20221024,383.7019644085958,1055286.4620425748,1055670.1640069834
20221025,383.7019644085958,1054049.875603733,1054433.5775681415
20221026,383.7019644085958,1053921.6952979853,1054305.397262394
20221027,383.7019644085958,1052543.7193568782,1052927.4213212868
20221028,383.7019644085958,1026925.7439605099,1027309.4459249185
20221031,383.7019644085958,1018174.1132835905,1018557.8152479992
20221101,156.23922932267305,1018596.9172330259,1018753.1564623485
20221102,156.23922932267305,1017347.3582675222,1017503.5974968448
20221103,156.23922932267305,1014447.2580054431,1014603.4972347658
20221104,156.23922932267305,1024709.6683036569,1024865.9075329795
