signal_date,trade_date,ts_code,side,shares,price,gross_amount,commission,stamp_duty,slippage,cash_after
20210108,20210111,000570.SZ,buy,32200.0,6.868990538684571,221181.49534564317,66.35444860369294,0.0,110.53547993281973,778752.1502057532
20210108,20210111,300211.SZ,buy,23200.0,8.703652510319523,201924.73823941295,60.57742147182388,0.0,100.91191316314507,576766.8345448684
20210108,20210111,600655.SH,buy,17600.0,12.610287046083537,221941.05201107025,66.58231560332106,0.0,110.91506847128039,354759.20021819486
20210108,20210111,600733.SH,buy,18300.0,9.234615,168993.4545,50.698036349999995,0.0,84.45449999999255,185715.04768184488
20210108,20210111,601727.SH,buy,32300.0,5.68197342519685,183527.74163385827,55.05832249015748,0.0,91.71801181102637,2132.247725496447
20210115,20210118,000570.SZ,sell,32200.0,5.685760698480521,183081.49449107278,54.92444834732183,91.5407472455364,91.58654051576741,185067.27702097635
20210115,20210118,300211.SZ,sell,23200.0,7.449971362177037,172839.33560250726,51.85180068075217,86.41966780125362,86.46289925088058,357768.3411550016
20210115,20210118,600655.SH,sell,17600.0,10.38536628755553,182782.44666097735,54.8347339982932,91.39122333048867,91.43694180136663,540404.5618586502
20210115,20210118,600733.SH,sell,18300.0,8.9955,164617.65,49.38529499999999,82.308825,82.35000000000582,704890.5177386502
20210115,20210118,601727.SH,sell,32300.0,5.302465551181102,171269.63730314962,51.38089119094488,85.63481865157482,85.67765748029342,876023.1393319573
20210115,20210118,002633.SZ,buy,22200.0,7.503749999999999,166583.24999999997,49.974974999999986,0.0,83.2499999999709,709389.9143569574
20210115,20210118,601658.SH,buy,48500.0,4.149103626943004,201231.5259067357,60.36945777202071,0.0,100.56548021323397,508098.0189924497
20210115,20210118,603690.SH,buy,4500.0,36.23633288131476,163063.4979659164,48.91904938977492,0.0,81.49100348120555,344985.6019771435
20210115,20210118,603698.SH,buy,10200.0,17.492102589741748,178419.44641536582,53.52583392460974,0.0,89.16514063737122,166512.62972785305
20210115,20210118,603979.SH,buy,11700.0,13.905642947865006,162696.02249002058,48.80880674700617,0.0,81.30735756622744,3767.798431085481
20210122,20210125,002633.SZ,sell,22200.0,6.426785,142674.627,42.8023881,71.33731350000001,71.37299999999232,146328.28572948548
20210122,20210125,601658.SH,sell,48500.0,4.184059960952166,202926.90810618005,60.87807243185401,101.46345405309003,101.5142111586465,349092.85230918054
20210122,20210125,603690.SH,sell,4500.0,36.40463507933938,163820.8578570272,49.146257357108155,81.91042892851361,81.9514046308177,512782.6534799221
20210122,20210125,603698.SH,sell,10200.0,14.483381260340986,147730.48885547806,44.31914665664341,73.86524442773903,73.90219552547205,660394.9579443159
20210122,20210125,603979.SH,sell,11700.0,11.46311763638563,134118.47634571188,40.23554290371356,67.05923817285594,67.09278456511674,794406.1395089512
20210122,20210125,300289.SZ,buy,22000.0,7.323891686607487,161125.6171053647,48.33768513160941,0.0,80.52254727901891,633232.184718455
20210122,20210125,605018.SH,buy,9400.0,16.514531207038768,155236.59334616442,46.57097800384932,0.0,77.57950691960286,477949.0203942867
20210122,20210125,605255.SH,buy,9300.0,17.236354047639974,160298.09264305176,48.08942779291552,0.0,80.10899182557478,317602.83832344203
20210122,20210125,688399.SH,buy,1200.0,133.90724577332495,160688.69492798994,48.20660847839698,0.0,80.30419536630507,156865.9367869737
20210129,20210201,300289.SZ,sell,22000.0,7.008400646468544,154184.814222308,46.25544426669239,77.092407111154,77.1309725974279,310927.4031579038
20210129,20210201,605018.SH,sell,9400.0,15.536174502795346,146040.04032627624,43.81201209788287,73.02002016313813,73.05654843736556,456850.611451919
20210129,20210201,605255.SH,sell,9300.0,17.219126307462428,160137.87465940058,48.04136239782017,80.06893732970029,80.10899182560388,616860.3758115921
20210129,20210201,688399.SH,sell,1200.0,114.11949279899811,136943.39135879773,41.08301740763932,68.47169567939886,68.50594865373569,753694.2124573028
20210129,20210201,002575.SZ,buy,28800.0,4.16208,119867.90399999998,35.96037119999999,0.0,59.90399999998044,633790.3480861029
20210129,20210201,002782.SZ,buy,11600.0,14.14457059485175,164077.0189002803,49.22310567008408,0.0,81.99751069478225,469664.10608015244
20210129,20210201,600054.SH,buy,13400.0,9.077394189364462,121637.08213748378,36.49112464124513,0.0,60.78814699522627,347990.5328180274
20210129,20210201,600576.SH,buy,38100.0,5.012504999999999,190976.44049999997,57.292932149999984,0.0,95.44049999996787,156956.79938587744
20210129,20210201,601216.SH,buy,33500.0,4.664099576775193,156247.33582196897,46.87420074659069,0.0,78.08462559818872,662.5893631618819
