signal_date,trade_date,ts_code,side,shares,price,gross_amount,commission,stamp_duty,slippage,cash_after
20210108,20210111,000521.SZ,buy,43200.0,4.627035445281347,199887.9312361542,59.966379370846255,0.0,99.8940186087566,800052.102384475
20210108,20210111,001896.SZ,buy,23200.0,8.56428,198691.296,59.607388799999995,0.0,99.2960000000021,601301.198995675
20210108,20210111,300727.SZ,buy,9900.0,20.103197260273973,199021.65287671232,59.70649586301369,0.0,99.46109589037951,402219.83962309966
20210108,20210111,600006.SH,buy,25000.0,7.952294922588327,198807.37306470817,59.642211919412446,0.0,99.35400952759665,203352.82434647207
20210108,20210111,600333.SH,buy,27400.0,7.321344202107639,200604.8311377493,60.181449341324786,0.0,100.2522894241556,2687.8117593814386
20210115,20210118,000521.SZ,sell,43200.0,3.9023813597014416,168582.8747391023,50.574862421730685,84.29143736955115,84.3336041716102,171135.82019869247
20210115,20210118,001896.SZ,sell,23200.0,7.946025000000001,184347.78,55.304334,92.17389,92.22000000000116,355336.12197469245
20210115,20210118,300727.SZ,sell,9900.0,19.45132622309198,192568.1296086106,57.77043888258317,96.2840648043053,96.33223091976834,547750.1970796161
20210115,20210118,600006.SH,sell,25000.0,7.57574443959243,189393.61098981075,56.81808329694322,94.69680549490538,94.74417758369236,736992.2931806351
20210115,20210118,600333.SH,sell,27400.0,6.06698004704554,166235.2532890478,49.870575986714336,83.11762664452391,83.15920624762657,903094.5582670516
20210115,20210118,300999.SZ,buy,1500.0,115.6611988939364,173491.7983409046,52.04753950227138,0.0,86.7025478965079,729550.7123866447
20210115,20210118,600121.SH,buy,26200.0,6.90345,180870.39,54.261117,0.0,90.39000000001397,548626.0612696446
20210115,20210118,600559.SH,buy,7100.0,25.242560233980893,179222.17766126434,53.766653298379296,0.0,89.56630567778484,369350.11695508193
20210115,20210118,601908.SH,buy,15900.0,11.311636624752882,179855.02233357084,53.95650670007125,0.0,89.88256988182548,189441.138114811
20210115,20210118,603025.SH,buy,10600.0,16.97341822805139,179918.23321734474,53.975469965203416,0.0,89.91415952891111,9468.929427501076
20210122,20210125,300999.SZ,sell,1500.0,130.40089373889,195601.340608335,58.6804021825005,97.80067030416751,97.84959510169574,204913.78896334942
20210122,20210125,600121.SH,sell,26200.0,6.57671,172309.802,51.69294059999999,86.154901,86.19800000000396,377085.7431217494
20210122,20210125,600559.SH,sell,7100.0,25.688941526242353,182391.4848363207,54.71744545089621,91.19574241816036,91.2413630996889,559331.314770201
20210122,20210125,601908.SH,sell,15900.0,12.150574241414187,193194.13043848556,57.95823913154566,96.59706521924278,96.64538791321684,752370.8899043357
20210122,20210125,603025.SH,sell,10600.0,19.072190932815843,202165.22388784794,60.64956716635438,101.08261194392398,101.1331785331713,954374.3816130734
20210122,20210125,002553.SZ,buy,18300.0,10.476616243965042,191722.07726456027,57.516623179368075,0.0,95.81313206622144,762594.7877253338
20210122,20210125,600189.SH,buy,13700.0,13.896945,190388.1465,57.11644395,0.0,95.14650000000256,572149.5247813838
20210122,20210125,600319.SH,buy,33900.0,5.612805,190274.0895,57.08222685,0.0,95.08950000000186,381818.3530545338
20210122,20210125,601633.SH,buy,5100.0,37.205597657725725,189748.5480544012,56.92456441632036,0.0,94.82686059689149,192012.8804357163
20210122,20210125,603698.SH,buy,13100.0,14.497871886914611,189922.12171858142,56.97663651557442,0.0,94.91360405724845,2033.782080619305
20210129,20210201,002553.SZ,sell,18300.0,12.00418048850048,219676.5029395588,65.90295088186762,109.8382514697794,109.89319806880667,221534.54381782646
20210129,20210201,600189.SH,sell,13700.0,12.873560000000001,176367.77200000003,52.910331600000006,88.18388600000002,88.22799999997369,397761.2216002265
20210129,20210201,600319.SH,sell,33900.0,4.467765,151457.2335,45.43717005,75.72861675,75.7664999999979,549097.2893134265
20210129,20210201,601633.SH,sell,5100.0,38.57986928598413,196757.33335851907,59.02720000755571,98.37866667925954,98.42788061956526,745697.2168052588
20210129,20210201,603698.SH,sell,13100.0,13.50881663189699,176965.49787785055,53.08964936335516,88.48274893892527,88.52701244514901,922521.142284807
20210129,20210201,002497.SZ,buy,8600.0,21.23605189345737,182630.04628373336,54.789013885120006,0.0,91.26938844763208,739836.3069871885
